name,artist,danceability,key,mode,instrumentalness,duration,energy,loudness,speechiness,acousticness,tempo,liveness,valence,popularity,hollywood
ishq kaminaa,djjiten,0.782,5,0,1.30E-05,1.907673071,0.972,-7.542,0.148,0.0255,0.608960285,0.369,0.557,0,0
bhool ja,shaan,0.696,0,0,0.000185,1.389656258,0.888,-2.285,0.0336,0.0592,0.549908406,0.131,0.676,0.180904523,0
tanha dil,shaan,0.621,7,0,0,1.761856865,0.704,-5.293,0.0236,0.101,0.454296273,0.185,0.366,0.221105528,0
sexy mama,bombayrockers,0.83,9,0,1.45E-06,1.402919962,0.77,-4.135,0.112,0.483,0.454514462,0.127,0.927,0.135678392,0
ari ari part 1,bombayrockers,0.758,7,1,0.000154,0.458445357,0.918,-2.487,0.108,0.00085,0.445791457,0.0619,0.721,0.165829146,0
rock tha party,bombayrockers,0.831,8,1,0,1.379623988,0.728,-4.625,0.0459,0.0865,0.499911361,0.113,0.896,0.226130653,0
dooba dooba rehta hoon,djtaral,0.808,0,1,2.50E-05,1.704463738,0.818,-6.991,0.0938,0.0283,0.477369735,0.288,0.625,0.035175879,0
ada remix,djsuketu,0.73,0,0,0.00479,1.445167754,0.857,-8.441,0.0606,0.0169,0.52281209,0.175,0.935,0,0
kya koob lagti ho,djsuketu,0.661,9,0,0.0547,2.042338464,0.936,-4.852,0.0479,0.00228,0.591068807,0.0996,0.241,0.120603015,0
baras ja,djsuketu,0.682,1,1,0.725,1.814580807,0.838,-7.277,0.0721,0.000655,0.590832436,0.0583,0.808,0.045226131,0
aadat,djsuketu,0.703,0,0,0.0893,1.561773029,0.934,-5.684,0.0332,0.0447,0.545635543,0.0584,0.82,0.125628141,0
who lamhe,djsuketu,0.62,8,0,0.413,1.738655222,0.899,-6.57,0.0376,0.00848,0.545458265,0.217,0.881,0.16080402,0
bin tere sanam,djsuketu,0.727,2,1,0.00874,1.451554469,0.966,-5.228,0.0368,0.225,0.586318656,0.165,0.902,0.175879397,0
liya liya chura liya part2 yaadon ki baraat  recreated,anoushamanchandani,0.687,7,1,0.152,1.982052049,0.735,-4.922,0.0309,0.00112,0.581809421,0.0532,0.42,0,0
dum maro dum hare rama hare krishna  recreated,anushamani,0.695,2,0,0.00177,1.923769305,0.804,-5.692,0.0446,0.0527,0.568072621,0.0652,0.695,0,0
liya liya  chura liya part1 yaadon ki baraat  recreated,anoushamanchandani,0.672,7,1,0.0813,1.399615981,0.808,-4.658,0.0323,0.00636,0.5817276,0.334,0.533,0,0
o sanam,luckyali,0.761,7,1,0.124,1.445167754,0.475,-13.03,0.0455,0.381,0.445627815,0.101,0.464,0,0
ultimate bollywood workout  vol 1,shankarmahadevan,0.696,9,1,0.000412,1.896066085,0.869,-3.766,0.0648,0.159,0.422854364,0.0563,0.777,0,0
ultimate bollywood workout  vol 1,sonunigam,0.854,9,0,1.49E-06,2.027496066,0.746,-8.656,0.115,0.0623,0.490838345,0.0273,0.862,0,0
ultimate bollywood workout  vol 1,rehankhan,0.758,6,0,0.00516,1.992999831,0.905,-5.466,0.0503,0.0831,0.472792316,0.0994,0.795,0,0
ultimate bollywood workout  vol 1,neerajshridhar,0.829,0,1,0.00853,1.749013429,0.942,-4.959,0.0396,0.0914,0.476501525,0.295,0.927,0,0
ultimate bollywood workout  vol 1,mikasingh,0.734,2,1,0.0597,1.561773029,0.879,-5.093,0.133,0.0608,0.477242458,0.0967,0.44,0,0
ultimate bollywood workout  vol 1,sunidhichauhan,0.755,11,0,3.43E-06,1.782170461,0.939,-4.969,0.127,0.129,0.418222398,0.416,0.783,0,0
ultimate bollywood workout  vol 1,sunidhichauhan,0.778,11,0,0.00474,1.903041357,0.951,-4.027,0.0573,0.0713,0.497365825,0.316,0.61,0,0
ultimate bollywood workout  vol 1,shankarmahadevan,0.652,6,0,0.00168,1.479936564,0.97,-3.944,0.0461,0.00775,0.568095349,0.204,0.883,0,0
ultimate bollywood workout  vol 1,vishaldadlani,0.762,0,1,9.30E-05,1.720346092,0.817,-5.804,0.158,0.022,0.41824058,0.0789,0.849,0,0
ultimate bollywood workout  vol 1,rajahasan,0.79,1,1,0.403,1.590910094,0.827,-5.706,0.03,0.0853,0.522657539,0.291,0.588,0,0
break ke baad,vishalshekhar,0.643,4,1,1.43E-06,1.573500379,0.86,-5.291,0.062,0.0292,0.568468088,0.426,0.558,0,0
break ke baad,vishalshekhar,0.797,0,1,2.46E-06,1.6391019,0.544,-7.139,0.0311,0.0902,0.49091562,0.117,0.63,0,0
anjaana anjaani,vishalshekhar,0.698,0,1,0.447,1.6391019,0.517,-6.168,0.0351,0.096,0.4182724,0.146,0.779,0,0
anjaana anjaani,vishalshekhar,0.683,2,1,0.248,1.743843683,0.973,-5.24,0.0449,0.0064,0.627224503,0.0268,0.956,0,0
anjaana anjaani,vishalshekhar,0.622,9,0,0.000261,1.573500379,0.781,-5.393,0.0615,0.0117,0.472692313,0.0873,0.431,0,0
chammak challo international version,vishalshekhar,0.752,8,1,5.29E-06,1.461079747,0.887,-4.01,0.0328,0.0691,0.6088421,0.119,0.937,0,0
aa bhi ja sanam,atifaslam,0.248,9,0,2.52E-05,1.238320533,0.692,-5.201,0.0476,0.214,0.393671617,0.174,0.251,0,0
o mere khuda,atifaslam,0.679,4,0,1.52E-06,1.307266527,0.913,-5.284,0.0564,0.0306,0.568108985,0.65,0.692,0,0
bakhuda tumhi ho,atifaslam,0.317,2,1,0,1.769508141,0.69,-5.029,0.0386,0.673,0.576850173,0.138,0.507,0,0
tera hone laga hoon,atifaslam,0.682,8,1,0,1.799712654,0.769,-5.275,0.0306,0.511,0.545290077,0.111,0.526,0,0
woh lamhe woh baatein 2005,atifaslam,0.464,8,0,0.000449,1.879659381,0.822,-4.827,0.0662,0.135,0.408017528,0.0898,0.407,0,0
doorie,atifaslam,0.49,9,1,0,1.769508141,0.957,-2.999,0.158,0.189,0.545735546,0.217,0.317,0,0
barso re,arrahman,0.879,0,1,0.000284,1.916892631,0.487,-9.441,0.148,0.337,0.531794194,0.0706,0.338,0.110552764,0
satrangi re  dil se,sonunigam,0.661,3,0,0.00187,1.812113392,0.748,-12.653,0.244,0.162,0.854904474,0.0789,0.753,0,0
saathiya,sonunigam,0.579,1,0,0,2.018947308,0.515,-12.323,0.0525,0.21,0.399771811,0.303,0.502,0,0
dil se re from the film dil se,arrahman,0.84,9,1,1.77E-05,2.181221656,0.473,-15.038,0.0733,0.00955,0.481769875,0.0897,0.427,0,0
mujhe rang de,arrahman,0.701,9,0,0.000421,2.254379216,0.48,-16.403,0.073,0.309,0.554622193,0.0986,0.65,0,0
alvida,pritam,0.287,2,1,7.51E-06,1.950957201,0.655,-5.566,0.0372,0.594,0.381898515,0.11,0.239,0.226130653,0
rishtey,pritam,0.542,0,0,1.67E-06,2.29056619,0.564,-6.633,0.0275,0.222,0.618187851,0.114,0.176,0.155778894,0
in dino,pritam,0.406,0,1,0,2.15602353,0.633,-6.989,0.0379,0.513,0.461087398,0.116,0.344,0.256281407,0
hello darling,pritam,0.712,10,0,0.000203,1.271415584,0.804,-5.792,0.0373,0.0687,0.636797535,0.179,0.841,0,0
kya,pritam,0.705,5,0,0,1.473679334,0.694,-6.55,0.0719,0.252,0.436354793,0.332,0.802,0.190954774,0
mere bina,pritam,0.495,2,1,0,1.756733275,0.768,-5.7,0.0545,0.653,0.363234285,0.152,0.489,0.286432161,0
character dheela ishq ke naam,pritam,0.789,1,0,2.16E-05,1.461079747,0.884,-2.456,0.0831,0.108,0.50889801,0.324,0.842,0,0
you get me rocking  reeling feat neeraj shridhar and billu barbar,pritam,0.519,4,0,0,1.738655222,0.798,-6.268,0.0626,0.00604,0.781797603,0.099,0.587,0,0
khodaya khair feat monali and akriti kakkar,pritam,0.43,7,1,0,1.720346092,0.815,-6.348,0.0954,0.0586,0.782861273,0.26,0.781,0,0
marjaani marjaani kasame feat sunidhi chauhan and sukhwinder singh,pritam,0.551,11,0,0.29,2.19271046,0.954,-4.768,0.168,0.00171,0.497570377,0.217,0.544,0,0
pee loon hoto ki sargam feat mohit chauhan once upon a time in mumbaai,pritam,0.492,1,1,0,1.741251801,0.769,-6.13,0.0429,0.0385,0.38118031,0.156,0.789,0,0
twist,pritam,0.598,4,0,0.000283,1.907673071,0.966,-4.585,0.338,0.00826,0.495693045,0.589,0.632,0,0
te amo,pritam,0.598,11,1,0,1.741251801,0.769,-5.122,0.0474,0.619,0.581368498,0.113,0.579,0,0
jiyein kaun,pritam,0.383,4,1,1.71E-06,1.652969116,0.608,-5.789,0.0404,0.0544,0.64966158,0.0938,0.33,0,0
mit jaaye ghum dum maro dum,pritam,0.742,0,1,0.000509,1.495457684,0.926,-3.66,0.0886,0.127,0.590850618,0.0392,0.688,0,0
aahun aahun from love aaj kal,mastersaleem,0.536,1,0,4.50E-05,1.759297356,0.903,-5.501,0.307,0.154,0.590768797,0.064,0.656,0.211055276,0
jiya jale,latamangeshkarmgshreekumar,0.775,9,1,8.97E-05,1.831735753,0.506,-12.64,0.119,0.33,0.64544781,0.107,0.54,0,0
chaiyya chaiyya,sukhwindersinghsapanaawasthi,0.788,2,1,0,2.211665633,0.675,-13.249,0.166,0.244,0.409108472,0.0731,0.558,0,0
aksar,shaan,0.587,9,1,2.36E-05,1.58223215,0.425,-10.52,0.0289,0.594,0.545726455,0.107,0.507,0,0
chaand taare from yes boss,abhijeet,0.582,7,1,0,1.764411821,0.45,-14.308,0.0656,0.142,0.834108358,0.0847,0.669,0,0
haye ram,abhijeet,0.735,8,1,0.00189,2.012503106,0.406,-12.742,0.0463,0.545,0.456337247,0.111,0.403,0,0
tere khayal ki,jagjitsingh,0.522,9,0,0,2.163821979,0.458,-11.076,0.0358,0.564,0.818548772,0.0612,0.51,0,0
mann ki lagan,rahatfatehalikhan,0.652,9,1,0.00273,1.764411821,0.554,-11.141,0.0391,0.418,0.671898651,0.302,0.766,0,0
bheegey hont,kunalganjawala,0.743,2,1,2.47E-05,1.688402626,0.447,-10.766,0.0352,0.342,0.567981709,0.161,0.502,0,0
jiya dhadak dhadak jaye,rahatfatehalikhan,0.7,0,1,5.68E-05,1.874937576,0.45,-12.858,0.0359,0.179,0.544990068,0.0942,0.405,0,0
maula mere maula,roopkumarrathod,0.528,0,1,0.0211,2.038112952,0.576,-13.216,0.0409,0.426,0.544835518,0.0758,0.423,0,0
dhoom pichuk feat shubha mudgal,palashsenband,0.446,1,1,0,1.76696224,0.827,-6.625,0.395,0.182,0.440736751,0.488,0.837,0,0
but it rained,parikrama,0.407,4,1,0.000589,2.252546989,0.424,-12.895,0.0405,0.243,0.603964672,0.356,0.397,0,0
sajni,jaltheband,0.68,8,0,0.00821,1.834169934,0.752,-5.835,0.0375,0.66,0.486106376,0.11,0.792,0,0
woh chali woh chali,bombayvikings,0.788,0,0,1.33E-05,1.658478264,0.688,-6.834,0.0308,0.0415,0.431559186,0.355,0.967,0,0
khamaj,fuzon,0.645,6,1,1.79E-05,2.215428212,0.402,-14.454,0.0299,0.499,0.363902488,0.362,0.438,0.201005025,0
teray bina,fuzon,0.638,7,1,0.000195,2.12441704,0.539,-12.929,0.0288,0.183,0.482238071,0.0851,0.64,0.110552764,0
akhian,fuzon,0.699,2,1,0,1.525991198,0.71,-11.568,0.0379,0.158,0.495724864,0.344,0.446,0.100502513,0
ankhon ke saagar guitar mix,fuzon,0.567,1,0,4.37E-05,1.971022169,0.711,-12.547,0.0408,0.0915,0.463851123,0.106,0.492,0.055276382,0
main aisa kyon hoon,shankarehsaanloy,0.809,0,1,0,1.688402626,0.509,-4.856,0.0391,0.031,0.436345702,0.175,0.921,0.185929648,0
roop tera mastana,ballysagoo,0.712,1,1,6.90E-05,2.025363509,0.667,-13.418,0.0374,0.0777,0.463255649,0.115,0.852,0.110552764,0
jeena,sandeepchowta,0.606,0,0,4.73E-06,1.749013429,0.907,-5.163,0.147,0.18,0.454619011,0.0498,0.75,0,0
ruki ruki from mast,sonunigam,0.726,11,0,0.00104,1.769508141,0.739,-11.992,0.0545,0.0387,0.545594633,0.299,0.818,0,0
subah subah,zubeengarg,0.775,6,1,4.59E-05,1.977650023,0.579,-9.46,0.0298,0.142,0.581845786,0.0808,0.777,0.120603015,0
tauba tauba,salimsulaiman,0.696,6,0,8.19E-05,1.821957867,0.876,-7.94,0.144,0.237,0.454369003,0.126,0.724,0.206030151,0
kaal dhamaal,salimsulaiman,0.642,4,0,0.000278,1.720346092,0.925,-7.154,0.173,0.154,0.45435082,0.0497,0.591,0.170854271,0
the mutton song,ramsampath,0.726,11,1,2.46E-05,1.630715959,0.767,-8.298,0.107,0.0944,0.772965503,0.175,0.695,0,0
saadda haq featuring orianthi panagaris on guitars,arrahman,0.561,6,0,5.03E-06,2.048654205,0.882,-4.99,0.0501,0.0843,0.440759479,0.329,0.62,0,0
sooraj ki baahon mein,shankarehsaanloy,0.855,11,1,4.21E-06,1.338746019,0.563,-6.289,0.0342,0.22,0.567795339,0.0979,0.905,0,0
challa from crook   remix by tigerstyle,pritam,0.676,2,1,0.00368,1.652969116,0.899,-6.476,0.057,0.0104,0.436232062,0.0819,0.586,0.020100503,0
love sex aur dhokha from lsd  love sex aur dhokha,snehakhanwalkar,0.816,9,1,2.45E-06,1.774586454,0.92,-5.154,0.118,0.00869,0.600132732,0.209,0.688,0.050251256,0
bheegi si bhaagi si from raajneeti,pritam,0.564,8,1,0,1.704463738,0.867,-6.21,0.121,0.361,0.404190133,0.262,0.815,0.030150754,0
kya karoon from wake up sid,shankarehsaanloy,0.593,9,0,0.00146,1.507751329,0.548,-7.588,0.0267,0.611,0.445536903,0.117,0.374,0.015075377,0
dil dhadakne do,shankarehsaanloy,0.773,2,1,0,1.483054659,0.58,-4.682,0.031,0.0671,0.531666917,0.151,0.951,0,0
tere bin,rabbishergill,0.712,8,1,0.000173,1.896066085,0.793,-8.925,0.0519,0.299,0.472951412,0.0673,0.917,0,0
phir mohabbat,mithoon,0.467,0,0,1.04E-06,1.923769305,0.487,-6.254,0.0334,0.779,0.908192533,0.118,0.267,0,0
mujhe tumse mohabbat hai,shreyaghoshal,0.756,2,1,8.71E-05,2.031751971,0.933,-4.42,0.0372,0.026,0.599919088,0.222,0.778,0,0
ek ladki ko dekha,djpintujohal,0.643,10,1,0,1.666702114,0.907,-4.027,0.0666,0.0197,0.397899024,0.0713,0.923,0,0
ya ali remix,zubeengarg,0.599,11,0,0.00313,1.275043483,0.834,-7.353,0.032,0.000148,0.590950621,0.329,0.572,0,0
tu hi meri shab hai remix churiyan,kk,0.652,9,0,0.351,1.794722354,0.862,-7.91,0.0379,0.000675,0.581791239,0.167,0.708,0,0
tu mile dil kile,miko,0.56,8,0,0.0565,2.179298287,0.684,-6.825,0.0344,0.385,0.449287023,0.0717,0.326,0,0
mujhe naulakha mangawa de re,anujmathews,0.85,6,1,6.60E-05,1.457911912,0.915,-4.613,0.128,0.0446,0.522716632,0.0612,0.926,0,0
kaho na kaho remix,shibupintu,0.716,7,1,0,1.896066085,0.862,-5.8,0.167,0.0296,0.395453492,0.076,0.96,0,0
phela nasha remix,uditnarayan,0.569,0,1,0,1.709777506,0.869,-5.797,0.126,0.0026,0.347251958,0.172,0.854,0,0
leke pahla pahla pyar,shrutipathak,0.842,6,1,0.00807,1.200573274,0.888,-5.092,0.189,0.00109,0.477197002,0.364,0.778,0,0
kabhi aar kabhi paar,sonamohapatra,0.761,10,0,0.000228,1.725601224,0.838,-7.033,0.15,0.0161,0.454373548,0.117,0.46,0,0
the mtv roadies theme feat raghu ram,agnee,0.714,7,1,0,1.549946932,0.408,-10.75,0.0468,0.211,0.377466556,0.184,0.571,0.120603015,0
gustakhiyan  aankhen  soundtrack version,aadeshshrivastava,0.634,10,0,2.17E-05,2.031751971,0.831,-5.371,0.0431,0.0114,0.553222148,0.144,0.287,0.08040201,0
rukamani rukamani,shweta,0.668,1,1,0.334,2.010348771,0.465,-18.321,0.157,0.762,0.383562204,0.141,0.471,0,0
roja,kschithra,0.624,4,1,0.241,1.794722354,0.193,-18.516,0.0348,0.814,0.417304187,0.101,0.436,0,0
kehna hi kya  bombay  soundtrack version,kschithra,0.693,9,0,0,2.008191285,0.268,-15.606,0.0774,0.682,0.577545649,0.0658,0.587,0.256281407,0
aa jaane jaa  the baby can you feel the magic mix,instantkarma,0.703,2,0,0.000674,2.050753481,0.692,-6.16,0.0312,0.373,0.550112958,0.518,0.233,0.065326633,0
raat kali  the midnight lady mix,instantkarma,0.721,10,1,1.94E-06,2.318907675,0.619,-4.739,0.0225,0.166,0.440973122,0.339,0.655,0.090452261,0
pyaar manga hai  the broken hearted mix,instantkarma,0.634,7,0,0,2.213548096,0.612,-7.564,0.029,0.347,0.472755951,0.154,0.367,0.045226131,0
mere dil mein aaj kya hai  the amorous lover mix,instantkarma,0.472,8,0,2.41E-05,2.179298287,0.592,-6.084,0.0353,0.229,0.700204097,0.139,0.381,0.030150754,0
saiyyan re  the boys are back mix,instantkarma,0.812,10,0,0.222,1.817044014,0.784,-4.371,0.0615,0.257,0.527316778,0.027,0.805,0.015075377,0
dil kya kare  the love is mix,instantkarma,0.668,6,1,7.78E-05,1.672158356,0.767,-6.595,0.103,0.201,0.422699813,0.0759,0.679,0.065326633,0
bahon mein chali aao  the hold u tight mix,instantkarma,0.632,6,1,9.80E-05,1.799712654,0.567,-8.567,0.0332,0.362,0.659270977,0.11,0.0997,0.08040201,0
hum bewafa feat shaan  the we can make it happen mix,instantkarma,0.626,8,1,1.74E-06,1.829297471,0.562,-7.672,0.0314,0.217,0.663480202,0.0589,0.23,0.050251256,0
o meri soni  the days are dark mix,instantkarma,0.5,11,0,0,1.787204353,0.832,-4.332,0.0731,0.493,0.727173137,0.0553,0.483,0.045226131,0
kabhi,josh,0.694,2,1,0,1.749013429,0.819,-6.352,0.0387,0.152,0.545353716,0.0918,0.493,0.055276382,0
sajna hai mujhe,avadhootgupte,0.899,11,0,5.03E-05,1.995179651,0.694,-6.603,0.0509,0.0776,0.46367839,0.143,0.491,0,0
bhigi bhigi raaton mein,avadhootgupte,0.438,5,1,0,1.647438494,0.755,-6.916,0.163,0.656,0.44986886,0.163,0.689,0,0
neele neele ambar pe,vaishalisamant,0.639,2,0,3.73E-06,1.412784699,0.842,-5.846,0.0437,0.0538,0.454096267,0.373,0.446,0,0
hosanna,arrahman,0.571,7,1,6.43E-05,1.923769305,0.802,-7.201,0.0391,0.28,0.390785161,0.0497,0.596,0.246231156,0
is pal mein,pennmasala,0.581,0,1,0,1.21200868,0.821,-7.273,0.043,0.0646,0.518307401,0.0868,0.66,0,0
pani da rang male from vicky donor,ayushmannkhurrana,0.679,4,0,6.52E-05,1.529008173,0.622,-8.514,0.0328,0.272,0.445595996,0.106,0.483,0.231155779,0
pani da rang female from vicky donor,sukanyapurkayastha,0.638,2,0,0.00696,1.756733275,0.564,-8.149,0.0295,0.0647,0.363702481,0.115,0.392,0.120603015,0
rum whisky from vicky donor,akshayverma,0.716,5,0,0.00246,1.549946932,0.899,-5.29,0.0485,0.0751,0.636274791,0.145,0.754,0.175879397,0
brown rang,yoyohoneysingh,0.804,11,0,0.000413,1.372894938,0.902,-3.067,0.0846,0.265,0.70902256,0.0651,0.72,0.195979899,0
angreji beat,yoyohoneysingh,0.851,9,1,0.00102,1.605255642,0.998,-1.558,0.301,0.204,0.545294623,0.0653,0.255,0.170854271,0
dope shope,yoyohoneysingh,0.754,6,0,2.62E-05,1.376263579,0.914,-1.999,0.0548,0.424,0.618346947,0.116,0.865,0.145728643,0
shukran allah,salimsulaiman,0.432,1,1,0.0014,1.756733275,0.695,-8.022,0.111,0.732,0.527984981,0.274,0.513,0.291457286,0
bandya  slow,rohailhayat,0.58,1,0,0.00261,1.331812944,0.787,-7.974,0.036,0.219,0.463528385,0.242,0.461,0,0
bandya  fast,khawarjawad,0.623,1,0,0.00185,1.338746019,0.784,-8.177,0.0392,0.241,0.463510203,0.14,0.57,0,0
bandeh,indianocean,0.608,0,0,8.38E-06,2.372364582,0.429,-8.413,0.0498,0.332,0.613924079,0.0764,0.164,0.145728643,0
baan farh kay  with sukhbir,josh,0.664,11,0,4.43E-05,1.641886217,0.954,-4.869,0.0728,0.025,0.481638052,0.151,0.771,0.075376884,0
mahive,josh,0.725,9,1,2.63E-05,1.558825832,0.851,-4.582,0.129,0.335,0.454914475,0.0766,0.919,0.090452261,0
mar jayian romantic from vicky donor,vishaldadlani,0.632,0,0,1.02E-05,1.754164606,0.721,-7.616,0.0345,0.204,0.663375653,0.102,0.808,0.180904523,0
mit jaaye,sanjeevvyas,0.602,6,1,0.00296,1.529008173,0.947,-6.082,0.0884,0.0653,0.643202284,0.715,0.562,0.055276382,0
hey ya,pritam,0.786,6,0,0.000289,1.602398181,0.738,-5.217,0.105,0.244,0.418217852,0.355,0.86,0.095477387,0
mit jaaye  rock version by hyacinth dsouza,sandeepvyas,0.58,0,1,0.23,1.613793484,0.952,-3.883,0.0403,0.0061,0.59090062,0.0596,0.559,0.020100503,0
mein sharabi from cocktail,imranaziz,0.774,7,1,1.32E-06,1.6502065,0.81,-8.247,0.0968,0.201,0.591041533,0.0386,0.682,0.180904523,0
duur,strings,0.618,5,1,0.000619,1.819503029,0.754,-8.79,0.0463,0.0238,0.535798866,0.18,0.702,0,0
maa reva,indianocean,0.477,2,1,0.878,2.152109033,0.677,-9.128,0.0775,0.512,0.702013246,0.121,0.887,0.035175879,0
jugni from cocktail,ariflohar,0.614,1,1,0,2.221054533,0.759,-6.763,0.107,0.145,0.755005841,0.3,0.361,0.175879397,0
aashiyan,pritam,0.829,10,1,2.81E-06,1.507751329,0.622,-7.291,0.0518,0.294,0.599878178,0.167,0.775,0.246231156,0
main kya karoon,pritam,0.784,9,1,0.000502,1.672158356,0.453,-8.925,0.141,0.632,0.413708618,0.102,0.667,0.251256281,0
kyon,pritam,0.726,2,1,0,1.6502065,0.664,-6.674,0.0331,0.636,0.554213089,0.0964,0.831,0.271356784,0
ala barfi,pritam,0.769,7,1,0,1.877300395,0.516,-7.989,0.0456,0.557,0.581577596,0.108,0.67,0.206030151,0
jo tere sang,jeetgannguli,0.681,11,0,0,1.824408543,0.906,-6.157,0.0737,0.0658,0.600000909,0.11,0.406,0.190954774,0
hawa hawai,laxmikantpyarelal,0.7,9,1,0.0194,1.777118901,0.779,-5.751,0.194,0.0604,0.799698172,0.00926,0.894,0,0
chaahat,jeetgannguli,0.643,4,0,0,1.6363121,0.401,-6.37,0.0331,0.61,0.613155873,0.109,0.263,0.201005025,0
yaaron,kk,0.64,5,1,7.33E-06,1.663966118,0.498,-8.241,0.0289,0.733,0.517721018,0.136,0.207,0.231155779,0
janaabe ali,shaanandkunalganjawala,0.786,11,1,5.90E-06,1.975444058,0.583,-10.975,0.0523,0.00781,0.581895788,0.122,0.804,0,0
kurbaan hua,salimsulaiman,0.54,2,0,0.000119,1.619456843,0.718,-6.169,0.0429,0.022,0.7545831,0.248,0.526,0.216080402,0
man bawra,rahatfatehalikhan,0.611,0,1,1.78E-06,2.132381509,0.413,-8.971,0.027,0.438,0.495020296,0.12,0.242,0,0
saari raat jaga,noori,0.546,1,0,3.87E-05,1.722976072,0.81,-7.217,0.048,0.0155,0.636624802,0.594,0.388,0.055276382,0
right here right now,shekharravjiani,0.854,10,1,0.015,1.200573274,0.449,-10.762,0.0939,0.0796,0.427277232,0.111,0.533,0,0
om mangalam,rdb,0.792,9,1,0,1.641886217,0.81,-3.25,0.0356,0.263,0.513566341,0.158,0.674,0.165829146,0
soniyo,rajusingh,0.637,9,1,3.29E-06,1.912290129,0.591,-6.117,0.0342,0.504,0.545271895,0.135,0.48,0.261306533,0
zara sa from jannat,kk,0.467,11,0,0.000308,1.814580807,0.91,-3.057,0.0516,0.12,0.744532781,0.271,0.696,0,0
o meri jaan,pritam,0.526,7,1,3.86E-05,1.817044014,0.833,-5.087,0.032,0.137,0.68189897,0.57,0.513,0,0
bardaasht,kk,0.701,1,1,0,1.955439856,0.743,-11.266,0.0519,0.0892,0.507925252,0.0573,0.727,0,0
dhoom pichuck,palash,0.428,1,1,0,1.756733275,0.875,-4.309,0.403,0.0953,0.442773179,0.658,0.793,0.090452261,0
madari,clintoncerejo,0.578,7,0,0,2.358747166,0.86,-5.448,0.0386,0.115,0.513989082,0.18,0.592,0,0
ishq shava,arrahman,0.733,6,0,0.0212,1.669432853,0.902,-7.271,0.0441,0.109,0.654452642,0.0704,0.963,0,0
challa,arrahman,0.774,0,1,0,1.879659381,0.779,-5.082,0.0472,0.118,0.536389794,0.118,0.595,0,0
ganga,rabbishergill,0.667,7,1,6.44E-05,1.31784047,0.824,-4.359,0.0395,0.00601,0.522930275,0.235,0.529,0,0
lootnewale,vishalbhardwaj,0.729,4,0,0,1.558825832,0.883,-5.247,0.119,0.529,0.436527526,0.112,0.643,0.050251256,0
lat lag gayee from race 2,bennydayal,0.79,10,0,1.24E-06,1.715071571,0.892,-4.038,0.0404,0.229,0.599991818,0.206,0.896,0,0
high heels,jazdhami,0.891,1,1,0.000173,1.789714715,0.913,-4.453,0.149,0.394,0.591132445,0.373,0.772,0.27638191,0
garaj baras,aliazmat,0.521,0,1,0.00775,1.764411821,0.89,-8.589,0.0729,0.0189,0.527689517,0.574,0.786,0,0
mat aazma re,pritam,0.467,0,0,0,1.58223215,0.859,-2.946,0.0409,0.661,0.408385721,0.0522,0.673,0.236180905,0
jiya re,arrahman,0.707,11,0,2.62E-05,1.874937576,0.721,-7.932,0.0413,0.0482,0.481792603,0.128,0.599,0,0
mashallah from ek tha tiger,sajidwajid,0.8,7,1,1.00E-05,1.730837118,0.846,-8.454,0.0767,0.158,0.499934089,0.304,0.843,0,0
iktara,amittrivedi,0.616,7,1,0.000484,1.593790904,0.525,-7.065,0.0258,0.401,0.36353884,0.309,0.427,0.256281407,0
chand sifarish from fanaa,jatinlalit,0.829,2,1,1.75E-05,1.696455798,0.665,-8.128,0.0868,0.242,0.55475856,0.123,0.861,0,0
mere haath mein from fanaa,jatinlalit,0.554,1,1,0.000183,1.738655222,0.606,-12.312,0.0722,0.578,0.426931766,0.11,0.584,0,0
saathiya from saathiya,arrahman,0.462,1,0,0,2.02108914,0.457,-15.251,0.106,0.186,0.799752719,0.334,0.535,0,0
dekho na from fanaa,jatinlalit,0.623,7,1,6.44E-05,1.889057265,0.654,-11.969,0.0522,0.522,0.375084662,0.0911,0.54,0,0
hum tum from hum tum,jatinlalit,0.465,4,1,0.00041,1.916892631,0.682,-8.124,0.0512,0.381,0.745523721,0.0801,0.583,0,0
hey shona from ta ra rum pum,vishalshekhar,0.657,6,0,0.0252,1.877300395,0.601,-8.668,0.0374,0.125,0.340938121,0.0885,0.89,0,0
bol na halke halke from jhoom barabar jhoom,shankarehsaanloy,0.637,11,0,3.46E-06,1.826855073,0.573,-6.69,0.0491,0.279,0.409181201,0.0617,0.704,0,0
aahista aahista from bachna ae haseeno,vishalshekhar,0.68,9,0,0.419,1.764411821,0.818,-9.144,0.0382,0.187,0.572722769,0.289,0.598,0,0
khuda jaane from bachna ae haseeno,vishalshekhar,0.382,8,1,0.000486,1.93288817,0.632,-6.393,0.0411,0.391,0.358811417,0.0922,0.716,0,0
crazy kiya re from dhoom 2,pritam,0.759,11,1,3.97E-06,1.777118901,0.938,-5.387,0.123,0.143,0.4182724,0.402,0.81,0,0
akh ladiye from neal n nikki,salimsulaiman,0.659,0,1,1.42E-06,1.652969116,0.962,-6.315,0.0505,0.12,0.568177169,0.0596,0.941,0,0
le gayi,uttamsingh,0.828,5,0,0.00264,1.973234777,0.752,-10.51,0.0461,0.0855,0.570622702,0.0796,0.857,0,0
ek pal ka jeena,rajeshroshan,0.676,6,0,3.96E-05,2.15602353,0.798,-9.493,0.0475,0.0503,0.472651403,0.0371,0.833,0,0
